id,url,title,body,bodyShort,jurisdiction,type,status,appliesTo,requirements,versions,summary,keyProvisions,relatedIncidents,sources,country,categories,lastVerified,verified,region,effectiveDate,article
ca-bc-provincial-court-ai-guidance,https://safelegalai.com/regulation/canada/ca-bc-provincial-court-ai-guidance,Guidance on using AI to prepare for court,Provincial Court of British Columbia,BC Provincial Court,canada,guidance,in-force,lawyers; litigants; parties,verification; disclosure; confidentiality,"[{""version"":""eNews guidance"",""date"":""2026-07-08"",""url"":""https://provincialcourt.bc.ca/news-notices-policies-and-practice-directions/enews/07-07-2026""}]","Plain-language guidance published by the Provincial Court of British Columbia on 8 July 2026 for lawyers and self-represented litigants. It warns of hallucinated citations, requires independent verification, asks users to hyperlink authorities, requires an honest answer if a judge asks whether AI was used, and cautions against uploading personal information to AI tools.","Independently verify any AI-produced legal references, statutes and judgments before relying on them.; Hyperlink cited laws and decisions with section or paragraph references so the judge can check them.; If a judge asks whether AI assisted in preparing the case, answer honestly; this applies to lawyers and self-represented litigants alike.; Remove personal details before uploading documents to AI tools, which may retain them.; Recognises accessibility benefits of AI tools for people with disabilities.",,"[{""label"":""Provincial Court of BC — Guidance on using AI to prepare for court"",""url"":""https://provincialcourt.bc.ca/news-notices-policies-and-practice-directions/enews/07-07-2026""}]",CA,litigant-in-person; verification-duty; disclosure-filings; data-protection,2026-09-04,true,British Columbia,,
in-sc-pooja-ramesh-singh-v-jk-bank-2026,https://safelegalai.com/regulation/india/in-sc-pooja-ramesh-singh-v-jk-bank-2026,"Pooja Ramesh Singh v Jammu and Kashmir Bank Ltd, 2026 INSC 668",Supreme Court of India,Supreme Court of India,india,judgment-guidance,in-force,lawyers; judges; court-staff; all,verification; prohibition,"[{""version"":""Judgment"",""date"":""2026-07-02"",""url"":""https://indiankanoon.org/doc/113338666/"",""changes"":""Original judgment (Narasimha and Aradhe JJ).""}]","Supreme Court judgment of 2 July 2026 setting aside NCLT and NCLAT orders that relied on six non-existent, AI-hallucinated precedents. A decision resting on fake or hallucinated material is no decision in law; Bar and Bench owe a zero-tolerance duty to verify AI-generated authority, and the Bar Council of India was directed to frame guidelines and disciplinary measures.",Orders founded even partly on fake or hallucinated precedents must be set aside.; Advocates commit professional misconduct by citing AI-generated judgments without verification.; Courts and tribunals must retain absolute control over AI in adjudication and must not trust authorities they cannot verify.; Bar Council of India to constitute a committee on AI use by advocates and prescribe disciplinary consequences.,,"[{""label"":""Indian Kanoon text"",""url"":""https://indiankanoon.org/doc/113338666/""},{""label"":""iPleaders analysis of Indian AI-citation cases"",""url"":""https://blog.ipleaders.in/ai-hallucinated-case-law-fake-citations-india/""}]",IN,verification-duty; sanctions-record; ai-decision-prohibition; bar-guidance,2026-09-04,true,,2026-07-02,
no-hoyesterett-advokatveiledningen-ai,https://safelegalai.com/regulation/other/no-hoyesterett-advokatveiledningen-ai,"Veiledning for advokater, section 19 'Bruk av KI-verktøy'",Supreme Court of Norway [Norges Høyesterett],Norwegian Supreme Court,other,practice-direction,in-force,lawyers; barristers,verification; competence,"[{""version"":""Veiledning for advokater, per juli 2026"",""date"":""2026-07-01"",""url"":""https://www.domstol.no/contentassets/d1d57fd8703546fd8f618c124e32d1d3/advokatveiledningen-juli-2026.pdf"",""changes"":""Current published version; the guidance is updated several times a year. Month-only date: the source gives the month, so the 1st is recorded as the date.""},{""version"":""AI section added after the April 2025 incident"",""date"":""2025-04-01"",""url"":""https://www.domstol.no/no/hoyesterett/advokater/advokatveiledningen/"",""changes"":""Section on AI tools introduced after the Court received a brief containing AI-fabricated statutes and preparatory works. Month-only date: the source gives the month, so the 1st is recorded as the date.""}]","The Supreme Court of Norway's guidance for lawyers appearing before it, which since April 2025 contains a dedicated section 19 on the use of AI tools. It was added after the Court received its first brief citing statutes and preparatory works that did not exist, and is cross-referenced from every pleading-drafting section of the guidance.","A lawyer's duties are the same when using AI tools as otherwise, and the lawyer is personally responsible for all information used, including legal material.; 'Det er kjent at KI kan hallusinere og finne opp blant annet rettskilder. Kilder og andre opplysninger KI oppgir, må kvalitetssikres.'; AI should only be used in areas where the lawyer has sufficient competence to check the content.; The lawyer must satisfy themselves in the ordinary way that central sources have not been overlooked, and avoid unnecessary citations.",,"[{""label"":""Norges Høyesterett — Veiledning for advokater, July 2026 (PDF)"",""url"":""https://www.domstol.no/contentassets/d1d57fd8703546fd8f618c124e32d1d3/advokatveiledningen-juli-2026.pdf""},{""label"":""Norges Høyesterett — Advokatveiledningen"",""url"":""https://www.domstol.no/no/hoyesterett/advokater/advokatveiledningen/""}]",NO,verification-duty; competence-duty; bar-guidance; sanctions-record,2026-09-04,true,,,
us-cacd-scarsi-2026-ai-declaration,https://safelegalai.com/regulation/us-federal/us-cacd-scarsi-2026-ai-declaration,Initial Standing Order for Civil Cases Assigned to Judge Mark C. Scarsi,U.S. District Court for the Central District of California — Judge Mark C. Scarsi,Central District of California (Judge Scarsi),us-federal,standing-order,in-force,lawyers; litigants; parties,disclosure; certification,"[{""version"":""Original"",""date"":""2026-07-01"",""url"":""https://apps.cacd.uscourts.gov/JpsApi/file/e3077185-22c0-4917-0e78-08dee28213c9""}]","Judge Mark C. Scarsi’s Central District of California civil standing order requires parties using a generative AI platform in connection with a filing to attach a declaration. The declaration discloses AI use, identifies AI-output portions, and certifies independent review, accuracy, and Rule 11 compliance.","A party using a generative AI platform in connection with a filing must attach a separate declaration.; The declaration must disclose AI use and certify independent legal judgment, review, accuracy, and Rule 11 compliance.; The declaration must identify which portion of the filing incorporates generative AI outputs.; Inaccurate or undeclared generative AI outputs may result in sanctions without further warning.",,"[{""label"":""Central District of California — Initial Standing Order for Civil Cases Assigned to Judge Mark C. Scarsi (primary, court-pdf)"",""url"":""https://apps.cacd.uscourts.gov/JpsApi/file/e3077185-22c0-4917-0e78-08dee28213c9""},{""label"":""SafeLegalAI us-court-ai-orders dataset row (coding, text excerpt, provenance)"",""url"":""https://github.com/SafeLegalAI/us-court-ai-orders/blob/main/data/orders.jsonl""}]",US,disclosure-filings; verification-duty; litigant-in-person,2026-09-06,false,California,,
us-tx-bexar-civil-district-courts-2026-local-rule-ai-certification,https://safelegalai.com/regulation/us-state/us-tx-bexar-civil-district-courts-2026-local-rule-ai-certification,Bexar County Civil District Courts Local Rules A.I. Certification,Bexar County Civil District Courts,Bexar County Civil District Courts,us-state,court-rule,in-force,lawyers; litigants,certification; verification,"[{""version"":""Original"",""date"":""2026-07-01"",""url"":""https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3022""}]","Bexar County Civil District Courts’ local rules require all pleadings to include an approved AI certification. The certificate attests that drafted language, quotations, sources, citations, arguments, and legal analyses produced by generative AI will be verified before submission through traditional legal sources.",All pleadings must include an AI certificate on the court-approved form.; The certificate attests that generative-AI-produced legal content will be verified before submission.; Verification must be by Texas-licensed or admitted counsel or by a self-represented litigant through traditional non-AI sources.,,"[{""label"":""Bexar County Civil District Courts — Bexar County Civil District Courts Local Rules A.I. Certification (primary, state-court-site)"",""url"":""https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3022""},{""label"":""SafeLegalAI us-court-ai-orders dataset row (coding, text excerpt, provenance)"",""url"":""https://github.com/SafeLegalAI/us-court-ai-orders/blob/main/data/orders.jsonl""}]",US,disclosure-filings; verification-duty; litigant-in-person,2026-09-06,false,Texas,2026-07-01,
us-tx-business-court-2026-local-rule-10-c-ai,https://safelegalai.com/regulation/us-state/us-tx-business-court-2026-local-rule-10-c-ai,Texas Business Court Local Rule 10(c): Artificial Intelligence,Texas Business Court,Texas Business Court,us-state,court-rule,in-force,lawyers; parties,permissive,"[{""version"":""Original"",""date"":""2026-07-01"",""url"":""https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3023""}]","Texas Business Court Local Rule 10(c), as posted through TOPICs, expressly says use of artificial intelligence is not prohibited. It imposes no separate disclosure or certificate, but it states that the filing attorney or party remains independently responsible for accuracy and existing legal and ethical duties.","The local rule states AI use is not prohibited.; The filing attorney or party is independently responsible for accuracy of all filings.; Filers must comply with legal and ethical duties, including Texas Rule 13 and Civil Practice and Remedies Code Chapters 9-10.",,"[{""label"":""Texas Business Court — Texas Business Court Local Rule 10(c): Artificial Intelligence (primary, state-court-site)"",""url"":""https://topics.txcourts.gov/LocalRulesPublic/PreviewAttachment/3023""},{""label"":""SafeLegalAI us-court-ai-orders dataset row (coding, text excerpt, provenance)"",""url"":""https://github.com/SafeLegalAI/us-court-ai-orders/blob/main/data/orders.jsonl""}]",US,disclosure-filings,2026-09-06,false,Texas,2026-07-01,
za-lssa-revised-generative-ai-ethics-guidelines,https://safelegalai.com/regulation/south-africa/za-lssa-revised-generative-ai-ethics-guidelines,Revised Ethics Guidelines for Legal Practitioners in South Africa on the Use of Generative AI,"Law Society of South Africa AI Committee (drafters, published via De Rebus)",LSSA AI Committee,south-africa,guidance,proposed,lawyers; firms,verification; competence; confidentiality,"[{""version"":""Revised draft"",""date"":""2026-07-01"",""url"":""https://www.derebus.org.za/responsible-ai-use-in-south-african-legal-practice-our-revised-guidelines-and-the-consultation-that-shaped-them/""}]","Revised draft ethics guidelines on generative AI for South African legal practitioners, published 1 July 2026 in De Rebus by drafters working with the LSSA AI Committee after a 2026 consultation. Practitioners are fully responsible for AI-assisted work, must assess local relevance and bias, and must address cybersecurity risks. Not formally adopted by the LSSA or Legal Practice Council.","Legal practitioners are fully responsible for AI-assisted work product.; Output must be evaluated for accuracy, local legal relevance and bias.; Practitioners must address cybersecurity risks such as prompt injection and data corruption.; Offered as a collaborative contribution; not formally adopted by the LSSA or LPC.",mavundla-v-mec-kzn; northbound-processing; parker-v-forsyth,"[{""label"":""De Rebus — revised guidelines and consultation summary"",""url"":""https://www.derebus.org.za/responsible-ai-use-in-south-african-legal-practice-our-revised-guidelines-and-the-consultation-that-shaped-them/""}]",ZA,bar-guidance; verification-duty; competence-duty; confidentiality-client-data,2026-09-03,true,,,
br-tjpr-9-camara-ai-citation-fine-2026,https://safelegalai.com/regulation/brazil/br-tjpr-9-camara-ai-citation-fine-2026,TJPR 9th Civil Chamber: 2% bad-faith fine and OAB referral for AI-fabricated STJ precedent,Court of Justice of Parana (Tribunal de Justica do Parana),TJPR,brazil,judgment-guidance,in-force,lawyers; parties,verification,"[{""version"":""Judgment (proc. 0108267-74.2025.8.16.0000)"",""date"":""2026-06-30"",""url"":""https://www.tjpr.jus.br/noticias/-/asset_publisher/9jZB/content/tjpr-multa-advogado-por-litig%C3%A2ncia-de-m%C3%A1-f%C3%A9-pelo-uso-de-ia-sem-zelo-e-cautela-/18319"",""changes"":""Initial decision; reported by the court and by Migalhas.""}]","Representative of Brazil's sanctions line: the Parana Court of Justice fined a lawyer 2 per cent of the updated case value under article 81 of the Code of Civil Procedure for citing a non-existent STJ ruling fabricated by AI, and referred him to the Parana Bar, holding that AI support does not relieve the duty of rigorous verification.","Fine of 2 per cent of case value for bad-faith litigation (CPC arts 80-81).; Referral to OAB/PR for disciplinary investigation.; Use of AI does not remove the lawyer's verification duty.; Consistent with TJSC (Feb 2025), the Londrina federal court (Jul 2025) and TST (Mar 2026) decisions.",,"[{""label"":""TJPR press release"",""url"":""https://www.tjpr.jus.br/noticias/-/asset_publisher/9jZB/content/tjpr-multa-advogado-por-litig%C3%A2ncia-de-m%C3%A1-f%C3%A9-pelo-uso-de-ia-sem-zelo-e-cautela-/18319""},{""label"":""Migalhas report"",""url"":""https://www.migalhas.com.br/quentes/459252/tj-pr-ve-ma-fe-e-multa-advogado-por-julgado-confeccionado-por-ia""}]",BR,sanctions-record; verification-duty,2026-09-04,false,Parana,2026-06-30,
uk-cjc-ai-court-documents-interim-findings,https://safelegalai.com/regulation/uk/uk-cjc-ai-court-documents-interim-findings,The Use of AI for the Preparation of Court Documents: Update on Consultation Findings,Civil Justice Council,CJC,uk,report,in-force,lawyers; litigants; parties,permissive; disclosure,"[{""version"":""Interim update"",""date"":""2026-06-30"",""url"":""https://www.judiciary.uk/related-offices-and-bodies/advisory-bodies/cjc/latest-news/""}]","Interim report from the Civil Justice Council for England and Wales, published 30 June 2026, summarising responses to its AI and court documents consultation. It records a strong consensus that no AI-specific formal requirements are needed for professional drafting, considers proportionate transparency for expert evidence, and flags concerns about AI-shaped witness statements and litigants in person.","No new AI-specific rules recommended for pleadings and skeleton arguments prepared by lawyers.; Proportionate transparency for AI use in expert evidence remains under consideration.; Concern recorded about witness statements shaped by AI rather than in the witness's own words.; A distinct approach for litigants in person is anticipated in the final report, expected later in 2026.",,"[{""label"":""Civil Justice Council — latest news"",""url"":""https://www.judiciary.uk/related-offices-and-bodies/advisory-bodies/cjc/latest-news/""}]",GB,disclosure-filings; verification-duty,2026-09-03,true,,2026-06-30,uk-legal-profession-ai-guidance-history
us-ny-supreme-ramseur-2026-genai-motion-certification,https://safelegalai.com/regulation/us-state/us-ny-supreme-ramseur-2026-genai-motion-certification,Part 34 Practices and Procedures: Artificial Intelligence Programs,"New York Supreme Court, New York County, Civil Term — Judge Dakota D. Ramseur","New York Supreme Court, New York County, Civil Term (Judge Ramseur)",us-state,standing-order,in-force,lawyers; litigants,disclosure; certification; verification,"[{""version"":""As posted (undated)"",""date"":""2026-06-30"",""url"":""https://webfiles.nycourts.gov/public/2026-08/sfc-part-34-rules.pdf""}]","Justice Dakota D. Ramseur’s Part 34 practices and procedures, revised June 30, 2026, require all motion submissions to include a certification stating whether generative AI was used in drafting affidavits, affirmations, or memoranda of law and, if used, identifying the program, documents, and parts drafted after attorney or self-represented-party review.","Applies to all motion submissions in Part 34.; The certification must state whether GenAI was used to draft affidavits, affirmations, or memoranda.; If GenAI was used, generated text, citations, quotations, and legal analysis must be reviewed for accuracy and approved.; The program, documents, and drafted parts must be specified.",,"[{""label"":""New York Supreme Court, New York County, Civil Term — Part 34 Practices and Procedures: Artificial Intelligence Programs (primary, court-pdf)"",""url"":""https://webfiles.nycourts.gov/public/2026-08/sfc-part-34-rules.pdf""},{""label"":""SafeLegalAI us-court-ai-orders dataset row (coding, text excerpt, provenance)"",""url"":""https://github.com/SafeLegalAI/us-court-ai-orders/blob/main/data/orders.jsonl""}]",US,disclosure-filings; verification-duty; litigant-in-person,2026-09-06,false,New York,,
us-cand-chhabria-2026-class-settlement-ai,https://safelegalai.com/regulation/us-federal/us-cand-chhabria-2026-class-settlement-ai,Judge Chhabria Civil Standing Order,U.S. District Court for the Northern District of California — Judge Vince Chhabria,Northern District of California (Judge Chhabria),us-federal,standing-order,in-force,lawyers; parties,disclosure,"[{""version"":""Amended"",""date"":""2026-06-26"",""url"":""https://www.cand.uscourts.gov/sites/default/files/standing-orders/VC-Civil-Standing-Order-6-26-2026.pdf""}]","Judge Vince Chhabria’s Northern District of California civil standing order addresses artificial intelligence in class settlement administration. Parties seeking preliminary settlement approval must state whether AI will be used by the administrator, subcontractors, or vendors and, if so, identify safeguards for accuracy and bias.","Preliminary approval materials for class settlements must address settlement administration issues.; The order requires disclosure whether AI will be used to administer the settlement.; If AI will be used, the parties must explain safeguards for accuracy and lack of bias.",,"[{""label"":""Northern District of California — Judge Chhabria Civil Standing Order (primary, court-pdf)"",""url"":""https://www.cand.uscourts.gov/sites/default/files/standing-orders/VC-Civil-Standing-Order-6-26-2026.pdf""},{""label"":""SafeLegalAI us-court-ai-orders dataset row (coding, text excerpt, provenance)"",""url"":""https://github.com/SafeLegalAI/us-court-ai-orders/blob/main/data/orders.jsonl""}]",US,disclosure-filings,2026-09-06,false,California,,
us-txwd-gonzalez-2026-ai-filings-standing-order,https://safelegalai.com/regulation/us-federal/us-txwd-gonzalez-2026-ai-filings-standing-order,Standing Order Concerning the Use of Artificial Intelligence Before Judge Ernest Gonzalez,U.S. District Court for the Western District of Texas — Judge Ernest Gonzalez,Western District of Texas (Judge Gonzalez),us-federal,standing-order,in-force,lawyers; litigants,disclosure; certification; confidentiality,"[{""version"":""Original"",""date"":""2026-06-25"",""url"":""https://www.txwd.uscourts.gov/wp-content/uploads/2026/06/EG-Standing-Order-on-AI-1st-draft-6-24-2026-1.pdf""}]","Judge Gonzalez’s standing order applies to represented and pro se parties in civil and criminal cases. It extends his criminal standing-order AI certificate to all cases, requiring a Certificate of Generative Artificial Intelligence Usage with any AI-assisted pleading and certification of independent verification and confidentiality protection.",Extends the criminal-case AI certificate requirement to all cases before Judge Gonzalez.; Requires disclosure of generative-AI use with the pleading.; Requires independent verification and certification that confidential information was not disclosed.,,"[{""label"":""Western District of Texas — Standing Order Concerning the Use of Artificial Intelligence Before Judge Ernest Gonzalez (primary, court-pdf)"",""url"":""https://www.txwd.uscourts.gov/wp-content/uploads/2026/06/EG-Standing-Order-on-AI-1st-draft-6-24-2026-1.pdf""},{""label"":""SafeLegalAI us-court-ai-orders dataset row (coding, text excerpt, provenance)"",""url"":""https://github.com/SafeLegalAI/us-court-ai-orders/blob/main/data/orders.jsonl""}]",US,disclosure-filings; verification-duty; confidentiality-client-data; litigant-in-person,2026-09-06,false,Texas,,
np-judiciary-ict-policy-2083,https://safelegalai.com/regulation/other/np-judiciary-ict-policy-2083,"Judiciary Information and Communication Technology Policy, 2083 (2026)",Supreme Court of Nepal (full bench),Supreme Court of Nepal,other,policy,in-force,judges; court-staff,prohibition; permissive; competence,"[{""version"":""Original"",""date"":""2026-06-24"",""url"":""https://supremecourt.gov.np/court/public/media/2026_07/6be1c3d55afda34eb3b18eebd6bb0d08.pdf"",""changes"":""Approved by the Supreme Court full bench; document dated 2083-03-10 BS; adoption reported 3 July 2026.""}]","Nepal's judiciary-wide ICT policy approved by the Supreme Court full bench in mid-2026. Strategy 5.2 adopts AI as an innovation tool: AI-based systems will support drafting, research and case management, but AI shall not be used in a way that directly intrudes on judicial decisions, and third-party AI must be assessed for reliability and bias before use.","5.2.1: AI-based systems for drafting and research support; no AI use that directly affects judicial decisions.; 5.2.2: internal or third-party AI systems assessed for reliability, transparency, non-bias and algorithmic processes.; 5.2.3: AI-assisted data entry in the case-management system.; Awareness and training for judges, officials, Bar members and court users.",,"[{""label"":""Supreme Court of Nepal (official PDF, Nepali)"",""url"":""https://supremecourt.gov.np/court/public/media/2026_07/6be1c3d55afda34eb3b18eebd6bb0d08.pdf""},{""label"":""Kathmandu Post report"",""url"":""https://kathmandupost.com/national/2026/07/03/nepal-s-courts-embrace-ai-keep-judgment-writing-human""}]",NP,judicial-use; ai-decision-prohibition; court-own-use; procurement-vendor; training-cle,2026-09-04,true,,2026-06-24,
ct-practice-book-4-9-genai-compliance,https://safelegalai.com/regulation/us-state/ct-practice-book-4-9-genai-compliance,Connecticut Practice Book Section 4-9: Generative Artificial Intelligence Compliance,Connecticut Judicial Branch (Rules Committee of the Superior Court),Connecticut Judicial Branch,us-state,court-rule,in-force,lawyers; litigants,verification; certification,"[{""version"":""Original"",""date"":""2026-06-23"",""url"":""https://www.jud.ct.gov/legalresources/NewsLog/Post?id=6805""}]","A statewide Connecticut court rule effective 23 June 2026 on publication in the Connecticut Law Journal. Anyone who uses generative AI to create or edit a filed document must independently verify every citation, authority and item of evidence, and the filer's signature certifies diligent compliance. Sanctions include nonsuit or default. It is among the first statewide binding verification rules.","Applies to any filed document created or edited with generative AI, by lawyers or self-represented parties.; Every citation, legal authority and item of evidence must be independently verified before filing.; Filing constitutes a certification of good-faith, diligent compliance with the rule.; Non-compliance may be sanctioned, including by nonsuit or default judgment.",,"[{""label"":""Connecticut Judicial Branch — news post on Practice Book Section 4-9"",""url"":""https://www.jud.ct.gov/legalresources/NewsLog/Post?id=6805""}]",,,2026-09-03,true,Connecticut,2026-06-23,
us-ct-superior-court-2026-generative-ai-compliance,https://safelegalai.com/regulation/us-state/us-ct-superior-court-2026-generative-ai-compliance,Practice Book Amendments: Generative Artificial Intelligence Compliance,Connecticut Superior Court,Connecticut Superior Court,us-state,court-rule,in-force,all,certification; verification,"[{""version"":""Original"",""date"":""2026-06-23"",""url"":""https://www.jud.ct.gov/legalresources/Docs/LJDocs/Misc/2026/26/pblj_8752.pdf""}]","The Connecticut Superior Court’s June 23, 2026 Practice Book amendments add Section 4-9 on generative AI compliance and revise Section 4-2. Anyone using generative AI to create or edit a court-filed document must independently verify all AI-produced citations, legal authorities, or evidence, and filing represents diligent compliance.","Section 4-9 defines generative AI and covers court-filed documents.; A person using generative AI to create or edit a filing must independently verify AI-produced citations, legal authorities, or evidence.; By filing, a person represents good-faith diligent efforts to comply with the rule.; The Section 4-2 signature certification incorporates Section 4-9 compliance.",,"[{""label"":""Connecticut Superior Court — Practice Book Amendments: Generative Artificial Intelligence Compliance (primary, court-pdf)"",""url"":""https://www.jud.ct.gov/legalresources/Docs/LJDocs/Misc/2026/26/pblj_8752.pdf""},{""label"":""SafeLegalAI us-court-ai-orders dataset row (coding, text excerpt, provenance)"",""url"":""https://github.com/SafeLegalAI/us-court-ai-orders/blob/main/data/orders.jsonl""}]",US,disclosure-filings; verification-duty,2026-09-06,false,Connecticut,2026-06-23,
us-ri-supreme-court-order-genai-guidelines,https://safelegalai.com/regulation/us-state/us-ri-supreme-court-order-genai-guidelines,"In re Amendments to Article V, Rule 1.1 of the Supreme Court Rules (Professional Conduct) and Adoption of Interim Generative AI Guidelines",Supreme Court of Rhode Island,RI Supreme Court,us-state,court-rule,in-force,lawyers; judges; court-staff; firms,competence; verification; confidentiality; supervision; consent,"[{""version"":""Original"",""date"":""2026-06-17"",""url"":""https://www.courts.ri.gov/Miscellaneous%20Orders/Supreme-2026-06_In_reAmendments_Article_V_Rule_1_1_Professional_Conduct.pdf"",""changes"":""Amends Rule 1.1 Comment [6] and adopts interim generative AI guidelines for lawyers and for judicial officers""}]","By order of 17 June 2026 the Rhode Island Supreme Court amended Article V, Rule 1.1 Comment [6] so that competence expressly includes keeping abreast of the benefits and risks of developing technology, and adopted advisory interim generative-AI guidelines for Rhode Island lawyers and for judicial officers. The guidelines do not carry the force of law.","Rule 1.1 Comment [6] now requires lawyers to keep abreast of the benefits and risks associated with existing and developing technology; Lawyers must review all GAI output for accuracy, verify citations and facts, and correct false or misleading arguments before filing; A lawyer may charge only for actual time spent; everyday GAI tool costs are non-billable overhead, and GAI training costs generally may not be billed; A lawyer must disclose GAI use when the client asks, or when entering client information into a GAI system; Judicial officers may consult but should never rely on GAI-produced content when drafting orders and decisions, and GAI must never influence or appear to influence a conclusion; Rule 2.9(C) risk: GAI output may import outside information amounting to prohibited independent factual investigation; Even a single incorrect citation may trigger a Rule 8.3 reporting obligation, including as to opposing counsel's output",,"[{""label"":""Supreme Court order and both sets of interim guidelines (official PDF)"",""url"":""https://www.courts.ri.gov/Miscellaneous%20Orders/Supreme-2026-06_In_reAmendments_Article_V_Rule_1_1_Professional_Conduct.pdf""},{""label"":""Interim Guidelines … by Rhode Island Lawyers (official PDF)"",""url"":""https://www.courts.ri.gov/attorney-resources/Documents/Interim_Guidelines_Ethical_Use_of_Generative_AI_by_RI_Lawyers.pdf""}]",US,bar-guidance; judicial-use; verification-duty; confidentiality-client-data; fees-billing; competence-duty; supervision; evidence-admissibility; client-consent-transparency,2026-09-04,true,Rhode Island,,
ec-comite-etica-funcion-judicial-protocolo-ia-2026,https://safelegalai.com/regulation/other/ec-comite-etica-funcion-judicial-protocolo-ia-2026,Protocol for the use of artificial intelligence in the Judicial Function (Ethics Committee),Ethics Committee of the Judicial Function (Comite de Etica de la Funcion Judicial),Comite de Etica FJ,other,policy,proposed,judges; court-staff,prohibition; verification; disclosure; confidentiality,"[{""version"":""Approved by the Ethics Committee; formal Judiciary Council resolution pending"",""date"":""2026-06-16"",""url"":""https://www.eluniverso.com/noticias/politica/funcion-judicial-de-ecuador-avanza-en-la-elaboracion-de-un-protocolo-para-el-uso-de-la-inteligencia-artificial-nota/"",""changes"":""Initial protocol; no official URL located, content from El Universo reporting.""}]","Twenty-three-principle protocol drafted by the Judiciary Council, National Court, Prosecutor General and Public Defender: no AI may issue, replace or determine judicial decisions; public tools are barred for case data and only institutional tools allowed; independent verification is mandatory; every procedural document must declare when and how AI was used. It awaits formal adoption.","No AI may issue, replace or determine judicial decisions; judges may not motivate rulings with algorithms or assess credibility via AI.; Public AI tools prohibited for case data; institutional tools only.; Independent verification of AI information before use.; Declaration of AI use in all procedural documents.; No AI translation or analysis of Kichwa and Shuar testimony.",,"[{""label"":""El Universo report"",""url"":""https://www.eluniverso.com/noticias/politica/funcion-judicial-de-ecuador-avanza-en-la-elaboracion-de-un-protocolo-para-el-uso-de-la-inteligencia-artificial-nota/""}]",EC,judicial-use; ai-decision-prohibition; disclosure-filings; confidentiality-client-data; court-own-use,2026-09-04,false,,,
india-supreme-court-draft-ai-regulations-2026,https://safelegalai.com/regulation/india/india-supreme-court-draft-ai-regulations-2026,"Draft Regulations for Use of Artificial Intelligence in Courts, 2026",Supreme Court of India (AI Committee),Supreme Court of India,india,regulation,consultation,judges; court-staff; lawyers; parties,disclosure; prohibition; verification; record-keeping,"[{""version"":""Notice extending the comment deadline"",""date"":""2026-06-16"",""url"":""https://www.allahabadhighcourt.in/Final_draft_with_Notice_v2.pdf"",""changes"":""Supreme Court notice of 16 June 2026 extending the public-comment deadline from 20 June 2026 to 15 July 2026 (mirrored with the draft on the Allahabad High Court site).""},{""version"":""Draft for public comment"",""date"":""2026-06-03"",""url"":""https://cdnbbsr.s3waas.gov.in/s3ec0490f1f4972d133619a60c30f3559e/uploads/2026/06/2026060342.pdf""}]","Draft regulations published by the Supreme Court of India's AI Committee on 3 June 2026 for the Supreme Court, all High Courts and all subordinate courts and tribunals. AI may assist with research, drafting, transcription and citation checks but may not decide cases or assess credibility; lawyers must disclose AI use in pleadings. Comments closed 15 July 2026.","Applies to the Supreme Court, all High Courts, and all courts, tribunals and adjudicatory commissions.; Prohibits AI from deciding cases, bail, witness credibility or influencing judicial deliberation.; Lawyers must disclose the use of AI in pleadings.; Permits AI for research, drafting assistance, transcription, translation, citation verification and case management.; Creates institutional AI Committees, secretariats and a central CoRE-AI body.",pooja-ramesh-singh-v-jk-bank,"[{""label"":""Supreme Court of India — draft AI regulations (PDF)"",""url"":""https://cdnbbsr.s3waas.gov.in/s3ec0490f1f4972d133619a60c30f3559e/uploads/2026/06/2026060342.pdf""}]",IN,disclosure-filings; judicial-use; ai-decision-prohibition; verification-duty; court-own-use; litigant-in-person; procurement-vendor; training-cle,2026-09-05,true,,,tier3-ai-guidance-india-brazil-hongkong-gulf
